Date,City,State,Zone,PM2_5,PM10,NO2,SO2,CO,O3,AQI,AQI_Bucket
2020-07-25,Pune,Maharashtra,West,45.6,72.3,60.0,47.5,2.54,67.8,98,Satisfactory
2020-07-30,Pune,Maharashtra,West,23.8,40.9,38.7,26.5,2.82,65.4,67,Satisfactory
2020-08-01,Pune,Maharashtra,West,40.8,65.6,74.2,32.1,0.95,63.9,79,Satisfactory
2020-08-02,Pune,Maharashtra,West,49.9,90.8,30.5,38.8,1.99,35.9,115,Moderate
2020-08-02,Pune,Maharashtra,West,47.9,85.5,22.1,37.7,1.26,51.8,101,Moderate
2020-08-08,Pune,Maharashtra,West,39.9,78.5,83.9,46.3,2.63,18.1,99,Satisfactory
2020-08-08,Pune,Maharashtra,West,39.7,85.1,13.6,13.8,1.47,59.1,86,Satisfactory
2020-08-10,Pune,Maharashtra,West,56.0,114.8,70.7,14.7,2.73,24.4,110,Moderate
2020-08-13,Pune,Maharashtra,West,36.0,72.5,34.2,35.8,1.74,27.8,85,Satisfactory
2020-08-22,Pune,Maharashtra,West,36.0,72.8,70.7,43.8,3.35,44.0,73,Satisfactory
2020-08-23,Pune,Maharashtra,West,41.4,88.9,14.5,26.9,3.23,54.7,100,Satisfactory
2020-08-25,Pune,Maharashtra,West,44.4,72.7,46.6,44.3,0.67,17.0,95,Satisfactory
2020-08-25,Pune,Maharashtra,West,20.0,40.7,43.3,19.1,2.61,44.6,57,Satisfactory
2020-08-31,Pune,Maharashtra,West,43.1,81.6,18.9,25.1,1.83,71.2,89,Satisfactory
2020-09-02,Pune,Maharashtra,West,25.9,51.8,51.7,35.7,1.24,53.9,65,Satisfactory
2020-09-07,Pune,Maharashtra,West,46.6,92.5,11.8,26.6,2.34,33.1,95,Satisfactory
2020-09-09,Pune,Maharashtra,West,42.9,74.0,51.7,23.8,3.17,80.0,79,Satisfactory
2020-09-11,Pune,Maharashtra,West,59.1,104.1,84.7,48.0,2.2,19.7,126,Moderate
2020-09-13,Pune,Maharashtra,West,29.4,59.0,22.8,36.6,2.55,44.9,78,Satisfactory
2020-09-20,Pune,Maharashtra,West,39.4,61.1,58.3,49.7,3.39,68.9,86,Satisfactory
2020-09-23,Pune,Maharashtra,West,48.2,102.3,64.2,16.8,1.21,72.3,88,Satisfactory
2020-09-27,Pune,Maharashtra,West,36.6,56.6,67.7,30.0,2.94,28.4,73,Satisfactory
2020-09-30,Pune,Maharashtra,West,29.1,45.0,30.2,14.9,0.47,78.4,70,Satisfactory
2020-10-06,Pune,Maharashtra,West,56.8,96.9,84.6,33.1,2.87,15.2,123,Moderate
2020-10-10,Pune,Maharashtra,West,49.6,79.1,12.1,11.9,2.34,19.8,109,Moderate
2020-10-16,Pune,Maharashtra,West,51.9,96.3,21.1,49.2,1.17,19.8,115,Moderate
2020-10-19,Pune,Maharashtra,West,55.3,94.9,85.4,13.1,2.45,58.7,107,Moderate
2020-10-20,Pune,Maharashtra,West,46.5,88.9,27.9,43.1,1.93,68.5,96,Satisfactory
2020-10-20,Pune,Maharashtra,West,44.3,70.7,40.5,49.4,0.9,69.0,110,Moderate
2020-10-21,Pune,Maharashtra,West,62.8,113.2,87.3,25.3,0.84,40.3,120,Moderate
2020-10-28,Pune,Maharashtra,West,38.5,74.6,79.5,5.1,1.06,21.3,87,Satisfactory
2020-10-31,Pune,Maharashtra,West,48.3,81.6,76.3,21.1,1.27,50.3,113,Moderate
2020-11-04,Pune,Maharashtra,West,64.0,124.3,58.4,31.0,1.87,70.4,181,Moderate
2020-11-05,Pune,Maharashtra,West,90.6,136.8,64.5,44.6,0.48,62.1,167,Moderate
2020-11-05,Pune,Maharashtra,West,97.8,162.5,65.3,26.4,2.71,25.7,187,Moderate
2020-11-12,Pune,Maharashtra,West,78.2,137.4,52.8,24.0,1.28,73.8,173,Moderate
2020-11-22,Pune,Maharashtra,West,83.4,169.7,69.6,16.1,2.66,63.6,204,Poor
2020-11-22,Pune,Maharashtra,West,66.5,126.4,47.9,48.3,3.2,66.8,189,Moderate
2020-11-22,Pune,Maharashtra,West,67.2,127.0,67.9,26.4,3.14,46.5,183,Moderate
2020-11-23,Pune,Maharashtra,West,107.1,177.2,52.6,15.1,1.2,54.7,209,Poor
2020-11-23,Pune,Maharashtra,West,83.7,129.4,56.2,49.5,2.54,63.1,153,Moderate
2020-11-24,Pune,Maharashtra,West,93.6,159.6,59.7,23.5,0.85,59.8,203,Poor
2020-11-28,Pune,Maharashtra,West,76.3,158.9,17.2,20.9,3.35,60.4,176,Moderate
2020-11-28,Pune,Maharashtra,West,83.0,170.9,41.7,38.1,1.63,73.4,190,Moderate
2020-11-30,Pune,Maharashtra,West,110.0,237.9,19.8,13.6,2.16,76.0,217,Poor
2020-12-01,Pune,Maharashtra,West,64.9,140.4,51.6,44.1,1.24,54.8,159,Moderate
2020-12-07,Pune,Maharashtra,West,61.6,119.9,78.1,8.0,0.73,51.8,165,Moderate
2020-12-11,Pune,Maharashtra,West,78.6,146.1,30.9,33.6,2.31,20.2,187,Moderate
2020-12-12,Pune,Maharashtra,West,78.0,122.3,34.5,35.3,3.13,21.1,185,Moderate
2020-12-14,Pune,Maharashtra,West,91.4,161.7,43.5,27.4,2.75,16.1,189,Moderate
2020-12-20,Pune,Maharashtra,West,81.7,144.3,62.3,23.9,3.35,73.1,193,Moderate
2020-12-22,Pune,Maharashtra,West,85.2,157.1,82.8,37.2,2.78,22.8,169,Moderate
2020-12-23,Pune,Maharashtra,West,88.6,185.6,40.7,12.6,2.99,50.7,199,Moderate
2020-12-24,Pune,Maharashtra,West,86.3,155.4,22.2,23.5,2.85,72.8,188,Moderate
2020-12-26,Pune,Maharashtra,West,82.2,145.9,51.4,26.3,0.59,52.6,190,Moderate
2021-01-05,Pune,Maharashtra,West,90.0,184.0,68.1,6.8,0.81,75.9,179,Moderate
2021-01-06,Pune,Maharashtra,West,84.4,157.4,36.5,29.4,3.37,28.4,181,Moderate
2021-01-18,Pune,Maharashtra,West,88.4,170.1,22.5,17.5,3.24,28.7,194,Moderate
2021-01-19,Pune,Maharashtra,West,103.3,157.1,51.0,28.7,1.49,57.5,191,Moderate
2021-01-27,Pune,Maharashtra,West,87.8,182.1,43.3,37.9,1.29,18.6,168,Moderate
2021-02-03,Pune,Maharashtra,West,92.8,174.6,24.8,42.0,2.81,20.5,177,Moderate
2021-02-04,Pune,Maharashtra,West,89.4,164.2,79.6,21.2,3.27,60.4,172,Moderate
2021-02-11,Pune,Maharashtra,West,79.1,151.2,85.3,32.5,2.3,62.9,205,Poor
2021-02-12,Pune,Maharashtra,West,76.7,153.9,85.0,36.9,1.5,54.0,187,Moderate
2021-02-12,Pune,Maharashtra,West,73.7,121.9,53.5,43.0,0.87,21.9,193,Moderate
2021-02-27,Pune,Maharashtra,West,87.6,142.1,82.3,24.8,2.64,67.9,169,Moderate
2021-03-03,Pune,Maharashtra,West,50.3,75.7,47.0,43.7,2.32,56.3,99,Satisfactory
2021-03-05,Pune,Maharashtra,West,45.4,78.3,21.8,42.6,1.67,52.1,90,Satisfactory
2021-03-06,Pune,Maharashtra,West,82.4,140.1,24.7,49.3,3.08,38.7,157,Moderate
2021-03-13,Pune,Maharashtra,West,74.7,127.1,71.6,24.8,2.48,44.6,147,Moderate
2021-03-13,Pune,Maharashtra,West,65.1,123.2,61.3,49.9,0.59,16.4,143,Moderate
2021-03-14,Pune,Maharashtra,West,70.6,123.2,42.4,22.7,0.99,19.0,139,Moderate
2021-03-15,Pune,Maharashtra,West,47.8,78.9,32.0,5.8,1.71,78.5,121,Moderate
2021-03-17,Pune,Maharashtra,West,44.0,71.7,26.2,22.4,0.56,40.9,115,Moderate
2021-03-18,Pune,Maharashtra,West,50.8,90.3,78.9,21.0,0.55,29.0,117,Moderate
2021-03-18,Pune,Maharashtra,West,55.1,101.5,11.0,9.3,0.66,23.1,142,Moderate
2021-03-19,Pune,Maharashtra,West,54.0,105.1,50.0,28.4,2.37,59.9,111,Moderate
2021-03-25,Pune,Maharashtra,West,66.6,108.8,54.2,23.3,1.61,67.6,148,Moderate
2021-03-25,Pune,Maharashtra,West,48.9,74.2,51.5,31.2,0.51,48.5,129,Moderate
2021-03-28,Pune,Maharashtra,West,44.7,70.0,53.3,43.3,0.61,42.1,92,Satisfactory
2021-03-29,Pune,Maharashtra,West,72.2,116.3,88.5,35.8,2.82,79.9,140,Moderate
2021-04-03,Pune,Maharashtra,West,67.7,122.1,58.1,39.1,2.28,78.0,149,Moderate
2021-04-06,Pune,Maharashtra,West,61.6,115.9,47.2,40.4,0.71,65.3,116,Moderate
2021-04-08,Pune,Maharashtra,West,56.0,105.2,79.1,29.2,1.62,39.0,141,Moderate
2021-04-11,Pune,Maharashtra,West,78.3,151.0,62.7,46.2,2.03,43.6,147,Moderate
2021-04-15,Pune,Maharashtra,West,58.5,92.8,87.9,42.4,1.38,51.6,125,Moderate
2021-04-18,Pune,Maharashtra,West,65.4,127.4,43.2,44.3,2.12,63.7,119,Moderate
2021-04-18,Pune,Maharashtra,West,72.2,157.9,15.1,8.5,2.15,49.7,136,Moderate
2021-04-20,Pune,Maharashtra,West,82.6,144.9,56.4,33.5,0.44,58.1,155,Moderate
2021-04-20,Pune,Maharashtra,West,54.5,109.5,65.4,49.4,1.1,58.1,124,Moderate
2021-04-25,Pune,Maharashtra,West,48.5,98.4,44.2,29.6,1.68,64.6,107,Moderate
2021-04-28,Pune,Maharashtra,West,50.2,102.6,81.5,37.6,1.84,20.6,123,Moderate
2021-05-06,Pune,Maharashtra,West,48.7,100.3,87.9,13.2,3.17,51.2,132,Moderate
2021-05-17,Pune,Maharashtra,West,71.3,139.9,19.1,18.1,0.8,69.8,145,Moderate
2021-05-17,Pune,Maharashtra,West,49.0,88.3,88.5,5.9,2.93,21.3,112,Moderate
2021-05-18,Pune,Maharashtra,West,55.0,99.9,74.9,45.9,3.38,21.4,112,Moderate
2021-05-25,Pune,Maharashtra,West,64.5,130.0,47.8,32.5,0.73,51.4,118,Moderate
2021-05-28,Pune,Maharashtra,West,56.7,103.7,74.1,13.1,0.74,72.4,145,Moderate
2021-05-30,Pune,Maharashtra,West,43.6,69.4,24.6,47.0,0.91,62.0,113,Moderate
2021-06-04,Pune,Maharashtra,West,42.6,85.5,33.4,41.3,3.33,39.0,87,Satisfactory
2021-06-06,Pune,Maharashtra,West,39.2,81.4,11.3,11.6,2.49,35.6,74,Satisfactory
2021-06-13,Pune,Maharashtra,West,41.8,91.9,31.1,17.6,3.29,16.6,100,Satisfactory
2021-06-13,Pune,Maharashtra,West,39.4,62.0,10.2,19.1,0.86,29.3,103,Moderate
2021-06-16,Pune,Maharashtra,West,62.7,128.3,30.5,15.9,1.51,22.2,118,Moderate
2021-06-17,Pune,Maharashtra,West,46.3,80.1,76.2,39.6,1.27,15.9,93,Satisfactory
2021-06-19,Pune,Maharashtra,West,52.3,112.7,38.8,20.8,2.12,21.2,97,Satisfactory
2021-06-23,Pune,Maharashtra,West,48.6,84.5,72.6,17.3,3.32,59.4,91,Satisfactory
2021-06-25,Pune,Maharashtra,West,24.0,38.8,33.5,5.9,1.87,65.0,58,Satisfactory
2021-07-03,Pune,Maharashtra,West,22.3,37.8,10.2,30.7,1.6,73.4,57,Satisfactory
2021-07-07,Pune,Maharashtra,West,50.9,80.6,58.1,14.9,1.64,32.2,95,Satisfactory
2021-07-10,Pune,Maharashtra,West,40.2,66.7,43.6,48.2,1.39,56.9,75,Satisfactory
2021-07-12,Pune,Maharashtra,West,39.9,77.4,15.3,31.5,2.47,21.9,91,Satisfactory
2021-07-14,Pune,Maharashtra,West,43.2,85.4,32.9,16.2,2.29,62.7,95,Satisfactory
2021-07-16,Pune,Maharashtra,West,48.1,97.7,70.8,19.1,1.67,28.6,121,Moderate
2021-07-17,Pune,Maharashtra,West,42.0,79.0,11.6,36.6,0.62,61.9,78,Satisfactory
2021-07-20,Pune,Maharashtra,West,34.1,74.4,16.9,14.8,1.78,79.6,90,Satisfactory
2021-07-21,Pune,Maharashtra,West,42.2,65.5,22.2,7.0,1.31,71.3,102,Moderate
2021-07-22,Pune,Maharashtra,West,47.0,97.2,79.0,18.0,1.77,26.6,116,Moderate
2021-08-08,Pune,Maharashtra,West,48.1,86.2,27.0,28.5,2.41,35.5,88,Satisfactory
2021-08-14,Pune,Maharashtra,West,32.0,62.7,70.7,17.3,1.66,37.8,80,Satisfactory
2021-08-18,Pune,Maharashtra,West,42.7,91.0,62.1,22.9,0.66,33.9,98,Satisfactory
2021-08-19,Pune,Maharashtra,West,29.1,44.8,10.6,14.6,2.46,41.7,58,Satisfactory
2021-08-19,Pune,Maharashtra,West,33.8,58.9,75.0,25.9,0.71,70.0,66,Satisfactory
2021-08-20,Pune,Maharashtra,West,36.0,77.5,80.3,34.7,1.09,18.2,67,Satisfactory
2021-08-20,Pune,Maharashtra,West,50.0,98.2,33.4,39.2,3.32,46.5,108,Moderate
2021-08-24,Pune,Maharashtra,West,33.0,51.9,71.7,26.1,2.98,29.7,84,Satisfactory
2021-08-29,Pune,Maharashtra,West,44.4,87.9,35.4,9.2,3.34,21.9,91,Satisfactory
2021-09-03,Pune,Maharashtra,West,29.1,50.2,51.9,34.7,2.72,31.0,71,Satisfactory
2021-09-07,Pune,Maharashtra,West,36.5,75.6,39.5,18.2,2.97,56.5,95,Satisfactory
2021-09-08,Pune,Maharashtra,West,46.6,81.9,88.2,24.5,0.87,45.3,92,Satisfactory
2021-09-12,Pune,Maharashtra,West,36.5,69.0,23.8,35.7,2.37,28.2,88,Satisfactory
2021-09-12,Pune,Maharashtra,West,51.9,109.6,23.5,47.6,1.03,79.4,96,Satisfactory
2021-09-14,Pune,Maharashtra,West,21.4,32.3,30.3,8.1,2.16,35.6,52,Satisfactory
2021-09-17,Pune,Maharashtra,West,41.2,87.8,73.0,8.3,1.66,36.9,98,Satisfactory
2021-09-18,Pune,Maharashtra,West,34.8,69.1,83.9,42.9,1.01,35.6,87,Satisfactory
2021-09-18,Pune,Maharashtra,West,37.0,58.4,78.9,36.0,1.65,79.5,105,Moderate
2021-09-18,Pune,Maharashtra,West,38.7,64.2,59.3,32.3,1.21,28.7,88,Satisfactory
2021-09-26,Pune,Maharashtra,West,41.1,74.4,66.5,27.7,0.75,25.8,90,Satisfactory
2021-09-27,Pune,Maharashtra,West,48.2,99.9,40.4,44.5,3.09,67.4,129,Moderate
2021-09-29,Pune,Maharashtra,West,53.5,117.2,36.4,37.2,1.71,16.8,100,Satisfactory
2021-09-30,Pune,Maharashtra,West,35.5,76.4,56.9,44.8,0.86,24.3,91,Satisfactory
2021-10-09,Pune,Maharashtra,West,44.0,96.2,60.7,10.7,2.5,36.1,99,Satisfactory
2021-10-11,Pune,Maharashtra,West,50.9,100.0,21.1,10.3,1.17,41.7,118,Moderate
2021-10-15,Pune,Maharashtra,West,33.8,57.9,66.0,30.1,0.49,18.2,82,Satisfactory
2021-10-18,Pune,Maharashtra,West,37.0,79.3,44.2,31.4,1.83,39.6,91,Satisfactory
2021-10-19,Pune,Maharashtra,West,63.3,107.2,27.7,28.7,0.93,67.0,138,Moderate
2021-10-20,Pune,Maharashtra,West,54.0,106.3,18.9,11.1,1.52,31.8,121,Moderate
2021-10-25,Pune,Maharashtra,West,44.7,68.7,73.6,23.8,1.11,30.1,110,Moderate
2021-10-30,Pune,Maharashtra,West,41.8,78.6,82.5,16.7,1.64,57.5,98,Satisfactory
2021-11-01,Pune,Maharashtra,West,79.5,167.4,36.9,15.7,1.28,71.0,175,Moderate
2021-11-01,Pune,Maharashtra,West,74.3,126.3,45.8,26.7,1.74,50.6,179,Moderate
2021-11-06,Pune,Maharashtra,West,81.3,160.2,33.4,27.0,0.74,45.7,161,Moderate
2021-11-12,Pune,Maharashtra,West,73.5,155.5,84.0,9.9,2.18,43.4,182,Moderate
2021-11-13,Pune,Maharashtra,West,64.9,136.6,83.8,26.7,1.72,50.0,175,Moderate
2021-11-15,Pune,Maharashtra,West,69.6,148.9,86.2,19.7,1.5,47.9,169,Moderate
2021-11-20,Pune,Maharashtra,West,103.9,173.2,19.4,7.6,1.15,40.0,194,Moderate
2021-11-22,Pune,Maharashtra,West,69.1,137.1,24.2,44.9,1.5,41.0,175,Moderate
2021-11-28,Pune,Maharashtra,West,109.0,195.1,11.4,43.8,0.94,55.4,206,Poor
2021-11-28,Pune,Maharashtra,West,112.2,174.6,18.1,8.3,2.09,52.1,225,Poor
2021-12-01,Pune,Maharashtra,West,75.4,140.8,89.2,32.8,3.18,74.4,164,Moderate
2021-12-02,Pune,Maharashtra,West,88.8,147.7,60.9,22.0,0.58,71.0,172,Moderate
2021-12-02,Pune,Maharashtra,West,58.0,90.9,74.5,20.4,2.8,75.5,145,Moderate
2021-12-04,Pune,Maharashtra,West,69.0,133.3,16.0,27.9,1.6,49.6,174,Moderate
2021-12-05,Pune,Maharashtra,West,92.4,157.8,19.7,5.7,2.67,55.9,199,Moderate
2021-12-05,Pune,Maharashtra,West,94.2,198.1,61.3,11.3,1.2,56.4,196,Moderate
2021-12-07,Pune,Maharashtra,West,89.6,143.6,68.9,11.2,3.0,53.8,163,Moderate
2021-12-10,Pune,Maharashtra,West,62.7,123.3,68.3,10.5,2.1,79.2,170,Moderate
2021-12-20,Pune,Maharashtra,West,65.5,118.9,76.9,30.8,3.5,33.6,187,Moderate
2021-12-24,Pune,Maharashtra,West,96.0,168.0,30.4,5.6,2.07,70.3,195,Moderate
2021-12-29,Pune,Maharashtra,West,107.9,233.5,81.3,19.5,1.66,67.5,212,Poor
2021-12-29,Pune,Maharashtra,West,92.5,152.0,29.9,13.6,0.89,77.0,179,Moderate
2021-12-31,Pune,Maharashtra,West,77.3,169.7,89.6,10.2,2.65,18.4,182,Moderate
2022-01-01,Pune,Maharashtra,West,57.9,127.1,32.8,37.4,1.08,72.1,154,Moderate
2022-01-01,Pune,Maharashtra,West,76.9,135.2,84.5,43.1,3.04,52.5,189,Moderate
2022-01-05,Pune,Maharashtra,West,106.3,227.6,45.4,49.1,0.52,71.6,205,Poor
2022-01-11,Pune,Maharashtra,West,87.7,188.7,77.0,49.8,0.47,22.3,186,Moderate
2022-01-11,Pune,Maharashtra,West,104.2,213.7,58.1,26.9,2.31,39.4,191,Moderate
2022-01-14,Pune,Maharashtra,West,84.2,141.6,22.8,12.2,0.62,27.1,175,Moderate
2022-01-15,Pune,Maharashtra,West,84.4,157.7,14.1,47.1,2.75,38.3,178,Moderate
2022-01-16,Pune,Maharashtra,West,95.5,188.7,83.5,14.1,1.68,32.3,205,Poor
2022-01-17,Pune,Maharashtra,West,64.3,110.3,13.4,33.5,1.17,34.8,165,Moderate
2022-01-21,Pune,Maharashtra,West,75.4,143.3,65.2,44.4,3.15,75.5,173,Moderate
2022-01-23,Pune,Maharashtra,West,96.5,167.7,58.6,47.4,1.06,70.7,178,Moderate
2022-01-25,Pune,Maharashtra,West,69.5,114.3,37.3,15.3,2.34,17.6,187,Moderate
2022-01-27,Pune,Maharashtra,West,87.6,141.0,36.4,31.6,2.68,32.3,169,Moderate
2022-01-29,Pune,Maharashtra,West,100.0,153.4,45.5,22.9,2.79,27.4,182,Moderate
2022-02-05,Pune,Maharashtra,West,84.4,183.8,27.8,21.3,0.92,18.2,191,Moderate
2022-02-10,Pune,Maharashtra,West,84.2,161.9,36.0,49.3,2.47,17.9,188,Moderate
2022-02-12,Pune,Maharashtra,West,93.4,204.1,35.0,48.0,0.86,64.7,197,Moderate
2022-02-12,Pune,Maharashtra,West,84.5,178.6,84.5,33.3,1.97,55.3,169,Moderate
2022-02-18,Pune,Maharashtra,West,78.9,158.1,87.5,17.6,2.22,79.3,192,Moderate
2022-02-19,Pune,Maharashtra,West,86.0,152.1,18.5,45.7,1.67,78.7,216,Poor
2022-02-20,Pune,Maharashtra,West,98.8,205.5,45.2,38.9,2.2,39.4,194,Moderate
2022-02-27,Pune,Maharashtra,West,84.3,175.2,68.5,49.5,1.24,71.9,172,Moderate
2022-03-01,Pune,Maharashtra,West,58.0,102.1,67.9,27.5,2.17,61.3,138,Moderate
2022-03-06,Pune,Maharashtra,West,55.7,118.2,38.1,10.3,0.84,64.5,127,Moderate
2022-03-06,Pune,Maharashtra,West,54.2,106.4,25.7,5.1,3.41,64.1,104,Moderate
2022-03-12,Pune,Maharashtra,West,58.5,104.7,67.1,44.2,0.97,59.6,144,Moderate
2022-03-14,Pune,Maharashtra,West,51.0,91.0,63.9,13.4,3.16,46.4,123,Moderate
2022-03-31,Pune,Maharashtra,West,62.0,100.7,56.1,42.6,0.78,17.7,145,Moderate
2022-04-01,Pune,Maharashtra,West,70.9,151.4,55.3,41.0,3.44,60.9,148,Moderate
2022-04-01,Pune,Maharashtra,West,41.9,83.4,79.6,10.3,1.76,70.3,108,Moderate
2022-04-02,Pune,Maharashtra,West,64.9,133.0,61.3,48.0,1.03,55.2,162,Moderate
2022-04-03,Pune,Maharashtra,West,60.4,92.1,54.8,11.8,1.39,27.0,111,Moderate
2022-04-09,Pune,Maharashtra,West,32.9,54.3,13.0,11.3,3.24,44.9,88,Satisfactory
2022-04-10,Pune,Maharashtra,West,66.0,136.3,15.7,31.8,1.89,67.3,144,Moderate
2022-04-12,Pune,Maharashtra,West,50.9,94.8,24.9,5.5,1.72,49.3,124,Moderate
2022-04-12,Pune,Maharashtra,West,45.4,88.5,65.8,20.3,2.84,42.2,111,Moderate
2022-04-23,Pune,Maharashtra,West,67.6,106.9,50.2,46.5,1.76,69.4,134,Moderate
2022-04-27,Pune,Maharashtra,West,63.2,124.6,52.3,40.6,3.41,77.8,126,Moderate
2022-04-28,Pune,Maharashtra,West,62.1,106.2,42.1,22.8,2.09,53.0,116,Moderate
2022-04-29,Pune,Maharashtra,West,66.1,129.9,62.0,20.6,2.79,16.9,124,Moderate
2022-04-30,Pune,Maharashtra,West,53.1,113.2,41.1,40.2,1.29,70.7,119,Moderate
2022-05-03,Pune,Maharashtra,West,59.2,104.1,11.2,46.8,1.73,77.8,111,Moderate
2022-05-09,Pune,Maharashtra,West,53.5,109.8,87.6,9.1,2.71,53.7,114,Moderate
2022-05-10,Pune,Maharashtra,West,56.3,94.5,84.6,33.7,2.9,16.6,129,Moderate
2022-05-11,Pune,Maharashtra,West,56.3,86.1,81.7,38.7,2.97,44.7,158,Moderate
2022-05-14,Pune,Maharashtra,West,64.3,134.3,74.1,23.5,1.11,41.4,143,Moderate
2022-05-15,Pune,Maharashtra,West,55.6,95.0,62.0,23.8,1.08,49.5,120,Moderate
2022-05-31,Pune,Maharashtra,West,50.9,103.0,22.7,6.4,2.28,28.7,126,Moderate
2022-06-05,Pune,Maharashtra,West,46.8,74.3,42.4,29.8,3.34,25.1,109,Moderate
2022-06-08,Pune,Maharashtra,West,35.1,67.2,16.6,29.6,2.72,53.0,83,Satisfactory
2022-06-15,Pune,Maharashtra,West,36.5,70.7,45.3,31.5,3.07,24.2,84,Satisfactory
2022-06-18,Pune,Maharashtra,West,35.6,53.7,47.3,9.6,0.74,71.6,78,Satisfactory
2022-06-18,Pune,Maharashtra,West,25.8,56.0,61.9,48.0,1.34,70.0,54,Satisfactory
2022-06-20,Pune,Maharashtra,West,40.2,82.6,62.9,23.5,1.96,77.9,92,Satisfactory
2022-06-20,Pune,Maharashtra,West,38.9,78.1,50.9,23.9,2.03,43.2,87,Satisfactory
2022-06-21,Pune,Maharashtra,West,48.4,95.9,83.9,38.0,3.38,44.2,108,Moderate
2022-06-24,Pune,Maharashtra,West,39.0,65.5,71.5,19.2,3.0,17.0,77,Satisfactory
2022-06-25,Pune,Maharashtra,West,61.4,110.7,14.8,45.5,0.94,41.2,112,Moderate
2022-06-25,Pune,Maharashtra,West,41.9,84.5,47.4,9.3,1.43,33.9,116,Moderate
2022-06-27,Pune,Maharashtra,West,36.7,72.7,67.5,17.4,2.85,70.5,93,Satisfactory
2022-06-30,Pune,Maharashtra,West,52.8,112.2,70.3,30.4,2.25,35.8,103,Moderate
2022-07-02,Pune,Maharashtra,West,46.8,91.9,50.1,34.7,2.53,16.5,118,Moderate
2022-07-06,Pune,Maharashtra,West,40.2,83.8,84.9,49.5,1.63,79.4,90,Satisfactory
2022-07-07,Pune,Maharashtra,West,31.2,59.6,39.7,25.2,2.07,28.2,79,Satisfactory
2022-07-11,Pune,Maharashtra,West,39.6,65.9,89.2,33.3,2.94,39.6,99,Satisfactory
2022-07-12,Pune,Maharashtra,West,43.8,72.2,29.1,17.7,1.67,30.2,90,Satisfactory
2022-07-23,Pune,Maharashtra,West,30.5,49.9,53.6,13.0,0.6,61.5,83,Satisfactory
2022-07-24,Pune,Maharashtra,West,44.4,94.8,54.6,33.4,1.14,18.7,102,Moderate
2022-07-26,Pune,Maharashtra,West,44.0,90.1,24.6,18.7,1.79,38.7,91,Satisfactory
2022-07-29,Pune,Maharashtra,West,31.4,48.7,81.3,43.1,3.48,59.2,80,Satisfactory
2022-07-31,Pune,Maharashtra,West,28.4,55.0,26.6,27.7,2.09,33.4,75,Satisfactory
2022-08-02,Pune,Maharashtra,West,41.7,83.2,18.5,40.9,1.83,17.1,82,Satisfactory
2022-08-10,Pune,Maharashtra,West,34.6,52.9,53.9,44.1,3.19,36.2,78,Satisfactory
2022-08-14,Pune,Maharashtra,West,43.1,93.1,60.3,16.6,2.37,72.2,91,Satisfactory
2022-08-18,Pune,Maharashtra,West,31.8,55.3,27.7,20.6,0.55,77.9,62,Satisfactory
2022-08-28,Pune,Maharashtra,West,42.9,68.9,43.8,41.1,1.27,55.7,122,Moderate
2022-08-29,Pune,Maharashtra,West,26.7,57.8,33.8,9.1,2.26,55.5,73,Satisfactory
2022-08-29,Pune,Maharashtra,West,44.3,71.0,83.6,36.2,0.74,28.2,86,Satisfactory
2022-08-31,Pune,Maharashtra,West,35.8,72.8,50.8,25.5,2.21,72.9,89,Satisfactory
2022-08-31,Pune,Maharashtra,West,25.5,55.5,82.1,6.4,1.89,36.4,54,Satisfactory
2022-09-05,Pune,Maharashtra,West,47.4,104.0,74.8,43.1,3.41,17.6,87,Satisfactory
2022-09-06,Pune,Maharashtra,West,26.3,55.1,10.8,47.2,2.35,35.9,73,Satisfactory
2022-09-06,Pune,Maharashtra,West,52.4,106.7,88.9,21.4,2.41,54.8,97,Satisfactory
2022-09-06,Pune,Maharashtra,West,40.7,68.0,80.1,21.3,3.3,47.0,84,Satisfactory
2022-09-09,Pune,Maharashtra,West,40.0,67.4,28.4,34.6,0.76,40.2,101,Moderate
2022-09-13,Pune,Maharashtra,West,31.9,62.8,50.7,36.7,1.83,22.5,65,Satisfactory
2022-09-14,Pune,Maharashtra,West,24.1,42.0,21.9,33.6,3.34,79.8,65,Satisfactory
2022-09-16,Pune,Maharashtra,West,52.6,108.0,55.6,44.1,2.34,60.5,97,Satisfactory
2022-09-17,Pune,Maharashtra,West,54.4,98.0,35.5,31.2,1.55,54.1,102,Moderate
2022-09-20,Pune,Maharashtra,West,35.4,70.5,67.2,49.2,0.96,46.3,76,Satisfactory
2022-09-26,Pune,Maharashtra,West,43.3,73.4,45.5,45.4,2.5,55.2,80,Satisfactory
2022-09-26,Pune,Maharashtra,West,33.4,71.5,45.0,10.4,3.28,43.4,68,Satisfactory
2022-10-03,Pune,Maharashtra,West,32.0,63.6,59.6,34.0,1.56,28.5,91,Satisfactory
2022-10-04,Pune,Maharashtra,West,44.5,67.9,18.6,20.2,2.89,52.2,113,Moderate
2022-10-06,Pune,Maharashtra,West,61.7,107.4,72.9,20.3,2.94,23.5,125,Moderate
2022-10-18,Pune,Maharashtra,West,52.8,99.0,48.2,22.5,3.15,73.1,121,Moderate
2022-10-22,Pune,Maharashtra,West,41.3,68.3,75.0,39.0,2.57,58.9,92,Satisfactory
